	STAS	SWHAS104	22_MC_Drinkingwater_source_90.100	23_MC_Drinkingwater_tap_90.100	49_Drinkingwater_influent_winter_90.100	50_Drinkingwater_effluent_winter_90.100	51_Drinkingwater_influent_summer_90.100	52_Drinkingwater_influent_summer_90.100	53_Drinkingwater_effluent_summer_90.100	30_ST_effluent_summer_90.100	31_ST_effluent_winter_90.100	32_ST_influent_summer_90.100	33_ST_influent_winter_90.100	13_ST_ADS_90.100	14_SWT_ADS_90.100	1_ST_AS_0707_90.100	2_ST_AS_0801_90.100	37_ST_AS_foaming_90.100	38_ST_AS_foaming_control_90.100	4_ST_AS_0901_90.100	54_Stanley_AS_90.100	55_Stanley_AS_90.100	56_ST_ADS_March_90.100	57_SWH_ADS_March_90.100	58_SWH_ADS_March_90.100	5_ST_AS_0907_90.100	6_ST_AS_1001_90.100	7_ST_AS_1007_90.100	8_ST_AS_1101_90.100	24_Sediment_fishpond_LWT_90.100	25_Sediment_fishpond_ST_90.100	26_Sediment_fishpond_YTT_90.100	ARG_72_90.100	ARG_73_90.10	ARG_74_90.100	ARG_75_90.100	ARG_76_90.100	ARG_77_90.100	ARG_78_90.100	ARG_79_90.100	ARG_80_90.100	ARG_81_90.100	ARG_82_90.100	ARG_83_90.100	Ocean_1_1_90-100	Ocean_1_2_90-100	Ocean_1_3_90-100
beta-lactam__NDM-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__NDM-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__NDM-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__NDM-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__NDM-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__NMC-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__NPS-1	0	0.0375859636550242	0	0	0	0	0	0	0	0.00137878	0.000307315	0.006699882	0.006505644	0.000398986	9.31E-05	0.000189481	0	0.002566769	0.001395911	6.36E-05	0	0	0.000107077	0	3.13E-05	0.0004026	0.000228868	0.000398239	0.001308863	0	0	0	0	0	0	0	0	0	0.00052699	0.000931729	0	0	0	0	0	0	0
beta-lactam__OCH-2	0	0	0	0	0	0	0	0	0	0	0	7.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OCH-4	0	0	0	0	0	0	0	0	0	0	0	7.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OCH-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OCH-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OKP-A	0	0	0	0	0	0	0	0	0	0	6.98E-05	0.001848993	0.001376703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OKP-B	0	0	0	0	0	0	0	0	0	0	0	0.003589223	0.001584167	0	0	0	0	0	0	1.93E-05	0	0	0	2.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-1	0	0	0	0	0	0	0	0	0	0	0	0.002151317	0.001022571	0	0	0	0	0	0	4.98E-05	0	3.78E-05	0	0	3.47E-05	0	0	0	0	0	0	0	0.001101372	0.000296758	0.000728791	0	0	0	0.006954648	0.003837698	7.70E-05	4.94E-05	0.002268166	0.002464522	0	0	0
beta-lactam__OXA-10	0	0	0	0	0	0	0	0	0	0.000331164	0.003048331	0.004736109	0.005174325	0.000202069	0.001173672	4.80E-05	0.000112675	0.000493856	0.000537158	0.000363763	0.00025915	0.000158342	0.000220871	0.000990002	0.00076218	0.000307109	0.000208934	0.000211997	0.000138237	0	0	0	8.88E-05	0	8.08E-05	0	0	0	0.002410368	0.000539216	0.000111129	7.58E-05	0.004663006	0.003885253	0	0	0
beta-lactam__OXA-101	0	0	0	0	0	0	0	0	0	4.08E-05	0	0	0.000227104	0	9.10E-05	0	0	0	0	0	0	0	0	2.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76E-05	0	0	0	0	0	0	0
beta-lactam__OXA-104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-11	0	0	0	0	0	0	0	0	0	0	7.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06E-05	2.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.06E-05	0	0	0	3.44E-05	0	0	0	0
beta-lactam__OXA-110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-114	0	0	0	0	0	2.60E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-116	0	0	0	0	0	0	0	0	0	0	0	0.000118727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08E-05	0	0	0	0	0	0	0	0
beta-lactam__OXA-117	0	0	0	0	0	0	0	0	0	0	0	0.000118727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90E-05	0	0	0
beta-lactam__OXA-118	0	0	0	0	0	0	0	0	0	0	0	0.000350826	0	9.75E-05	9.10E-05	0	0	0	0	0	0	3.92E-05	0	0	0	2.31E-05	4.47E-05	0	2.21E-05	0	0	0	0	0	0	0	0	0	3.03E-05	0	0	0	3.44E-05	0	0	0	0
beta-lactam__OXA-119	0	0	0	0	0	0	0	0	0	0.000122516	0	0.000467768	0.000340655	0	0	0.000115754	2.09E-05	0.000313609	0	2.07E-05	3.19E-05	0	3.49E-05	5.54E-05	9.17E-05	4.63E-05	0	2.29E-05	0	0	0.000232035	0	0	0	0	0	0	0	0.000303002	0.000220779	0	0	0	0	0	0	0
beta-lactam__OXA-12	0	0	0.003038918	0	0.003226663	0	0.000229304	0	0	8.23E-05	0	0.001413936	0.001830593	0	0	0	0	0	0.000171845	0	6.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05E-05	0	0	0	0	0	0	0	0
beta-lactam__OXA-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-129	0	0	0	0	0	0	0	0	0	0.000122057	0	0.000932033	0.000452506	0	0	0	0	0	0.000339829	0	0	3.90E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120747	0.000109976	0	0	0	0	0	0	0
beta-lactam__OXA-13	0	0	0	0	0	0	0	0	0	8.17E-05	0.000150191	0.000350826	0.000454207	0	9.10E-05	0	0	0	0.000170553	2.07E-05	3.19E-05	3.92E-05	0	0.000166199	3.06E-05	6.94E-05	2.24E-05	4.58E-05	0	0	0	0	0	0	0	0	0	0	0.000151501	8.28E-05	3.45E-05	0	0.000343627	0.000174426	0	0	0
beta-lactam__OXA-130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100078	0	0	0	0
beta-lactam__OXA-131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132952	5.62E-05	0	0	0
beta-lactam__OXA-141	0	0	0	0	0	0	0	0	0	0	0	0.000113115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76E-05	0	0	0	4.16E-05	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-142	0	0	0	0	0	0	0	0	0	4.08E-05	0.000262835	0.000467768	0.000567759	0	0	0	0	0	0	2.07E-05	6.39E-05	0	3.49E-05	2.77E-05	3.06E-05	9.26E-05	0	6.87E-05	4.41E-05	0	0	0	2.85E-05	0	0	0	0	0	0.000212101	2.76E-05	0	0	0.000274902	0.000232568	0	0	0
beta-lactam__OXA-144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-145	0	0	0	0	0	0	0	0	0	0	0	0.000117383	0.000227961	0	0	0	0	0	0.000342393	0	0	0	0	0	0	0	2.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.77E-05	0	0	0	0	0	0	0
beta-lactam__OXA-146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-147	0	0	0	0	0	0	0	0	0	0	0.000337931	0.000233884	0.000567759	9.75E-05	0.000181945	2.32E-05	0	0	0	4.14E-05	3.19E-05	0	0	0.000249298	6.11E-05	4.63E-05	4.47E-05	2.29E-05	0	0	0	0	0	0	0	0	0	0	0.000121201	2.76E-05	6.91E-05	0	0.000412353	0.000523279	0	0	0
beta-lactam__OXA-148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-15	0	0	0	0	0	0	0	0	0	3.95E-05	0	0.000113115	0.000109836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13E-05	0	0	0	0	3.36E-05	0	0.000101749	0	0	8.79E-05	5.34E-05	0	0	3.32E-05	0	0	0	0
beta-lactam__OXA-150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-164	0	0	0	0	0	0	0	0	0	0	0	0.000111095	0.000323623	0	0	0	0	0	0	0	0	3.72E-05	0	0	0	0	0	0	0	0	0	0	5.42E-05	3.30E-05	7.15E-05	0	0	0	0.000402992	5.24E-05	0	3.47E-05	0.000228512	0.000165705	0	0	0
beta-lactam__OXA-165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-17	0	0	0	0	0	0	0	0	0	0	3.75E-05	0.000116942	0.000340655	0	9.10E-05	0	0	0.000156804	0.000170553	0	3.19E-05	0	0	2.77E-05	0	6.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.03E-05	0	0	0	0.000171814	0.000232568	0	0	0
beta-lactam__OXA-170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35E-05	0	0	0	0
beta-lactam__OXA-172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-173	0	0	0	0	0	0	0	0	0	0	0	0.000113528	0.000110236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64E-05	0	0	0
beta-lactam__OXA-174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-18	0	0	0	0	0	0	0	0	0	0	0	0	0.000219671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-181	0	0	0	0	0.000128579	0	0	0	0	4.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-183	0	0	0	0	0	0	0	0	0	4.08E-05	7.51E-05	0.00058471	0.000340655	0	0	0	0	0	0	2.07E-05	3.19E-05	0	3.49E-05	0.000110799	3.06E-05	0	2.24E-05	0	0	0	0	0	0	0	0	0	0	0	0.000181801	8.28E-05	0	0	0.000274902	0.000116284	0	0	0
beta-lactam__OXA-184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.41E-05	0	0	0	0	0	0
beta-lactam__OXA-19	0	0	0	0	0	0	0	0	0	0	3.75E-05	0.000116942	0.000340655	0	9.10E-05	0	0	0	0	4.14E-05	0	3.92E-05	0	2.77E-05	6.11E-05	2.31E-05	2.24E-05	0	0	0	0	0	0	0	0	0	0	0	9.09E-05	8.28E-05	0	0	0.000137451	0	0	0	0
beta-lactam__OXA-192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-196	0	0	0	0	0	0	0	0	0	0	0	0.000113528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-2	0	0	0	0	0	0	3.17E-05	4.42E-05	0	0	0	0.000259844	0.001392114	0.000122331	0.000114145	0	2.63E-05	0.000151673	0	0	0	9.83E-05	0.000175094	3.48E-05	0.000115005	0	9.94E-05	5.75E-05	0	0	0.000915005	0	0.000278145	0.000862827	9.44E-05	0.000791913	0.000515009	0.000474392	0.000286726	0.000130575	0	0	4.31E-05	7.30E-05	0	0	0
beta-lactam__OXA-20	0	0	0	0	0.000128096	0	0	0	0	8.17E-05	0	0.000233884	0	0	0	0	0	0	0	0	0	0	0	2.77E-05	0	0	0	0	4.41E-05	0	9.94E-05	0	0	0	0	0	0	0	3.03E-05	0.000331168	0	0	3.44E-05	0	0	0	0
beta-lactam__OXA-200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-205	0	0	0	0	0	0	0	0	0	4.08E-05	0	0.001988015	0.001021966	9.75E-05	0.000181945	2.32E-05	2.09E-05	0	0.000341106	4.14E-05	0	0	0	5.54E-05	3.06E-05	0	0	4.58E-05	0	0	3.31E-05	0	0	0	0	0	0	0	0.000212101	0.000220779	0	0	3.44E-05	0	0	0	0
beta-lactam__OXA-206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34E-05	0	0.000199429	0.000224957	0	0	0
beta-lactam__OXA-208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-209	0	0	0	0	0.000248712	0	0	0	0	0	0	0.001135277	0.001874019	0	0.000176633	0	0	0.000456679	0	0	0	0	0	2.69E-05	5.93E-05	2.25E-05	0	0	0	0	0	0	0.001440083	0.000877922	0.003249489	0.00013616	0.000292326	0.000256933	0.005118294	0.000910914	0.000268223	0.000248462	0.004436804	0.003668892	0	0	0
beta-lactam__OXA-21	0	0	0	0	0.000247808	0	0	0	0	7.90E-05	0	0.00022623	0.000549178	0	0	0	2.03E-05	0	0	0	0	0	0	0	2.96E-05	0	0	0	0	0	0	0	5.52E-05	3.36E-05	0.000109135	0	8.32E-05	0	0.001699894	0.000827519	0	0	0.000232667	0.000112478	0	0	0
beta-lactam__OXA-210	0	0	0	0	0	0	0	0	0	0	0	0	0.000219671	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16E-05	0	0	0	6.41E-05	0	0	0	3.64E-05	3.39E-05	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-211	0	0	0	0	0	0	0	0	0	0	0	0.000227055	0.000771655	0	0	0	0	0	0	0	0	0	0	2.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100583	0	0.000166797	0.000338667	0	0	0
beta-lactam__OXA-212	0	0	0	0	0.000124356	0	0	0	0	0	0	0.000113528	0.000771655	0	0	0	0	0	0	0	0	0	0	2.69E-05	0	0	0	0	0	0	0	0	0	3.38E-05	0	0	0	0	2.94E-05	0	0	0	0	0	0	0	0
beta-lactam__OXA-213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-214	0	0	0	0	0	0	0	0	0	0	0	0	0.000219671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-22	0	0	0	0	0	0	0	0	8.68E-05	0	0	0	0	0	0	6.74E-05	0.000101654	0	0	2.01E-05	0	0	0	0	0	2.25E-05	4.34E-05	0	4.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
