ARGs abundance normalization aganist 16S	STAS	SWHAS104	22_MC_Drinkingwater_source_90.100	23_MC_Drinkingwater_tap_90.100	49_Drinkingwater_influent_winter_90.100	50_Drinkingwater_effluent_winter_90.100	51_Drinkingwater_influent_summer_90.100	52_Drinkingwater_influent_summer_90.100	53_Drinkingwater_effluent_summer_90.100	30_ST_effluent_summer_90.100	31_ST_effluent_winter_90.100	32_ST_influent_summer_90.100	33_ST_influent_winter_90.100	13_ST_ADS_90.100	14_SWT_ADS_90.100	1_ST_AS_0707_90.100	2_ST_AS_0801_90.100	37_ST_AS_foaming_90.100	38_ST_AS_foaming_control_90.100	4_ST_AS_0901_90.100	54_Stanley_AS_90.100	55_Stanley_AS_90.100	56_ST_ADS_March_90.100	57_SWH_ADS_March_90.100	58_SWH_ADS_March_90.100	5_ST_AS_0907_90.100	6_ST_AS_1001_90.100	7_ST_AS_1007_90.100	8_ST_AS_1101_90.100	24_Sediment_fishpond_LWT_90.100	25_Sediment_fishpond_ST_90.100	26_Sediment_fishpond_YTT_90.100	ARG_72_90.100	ARG_73_90.10	ARG_74_90.100	ARG_75_90.100	ARG_76_90.100	ARG_77_90.100	ARG_78_90.100	ARG_79_90.100	ARG_80_90.100	ARG_81_90.100	ARG_82_90.100	ARG_83_90.100	Ocean_1_1_90-100	Ocean_1_2_90-100	Ocean_1_3_90-100
beta-lactam__NDM-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__NDM-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__NDM-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__NMC-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__NPS-1	0	0.00452123995407578	0	0	0	0	0	0	0	0.001301736	0.000633112	0.001865677	0.001513535	0.000974512	0.000214919	0.000606804	0	0.001503705	0.000823695	0.000175258	0	0	0.000242102	0	6.39E-05	0.001179702	0.000610939	0.001283099	0.004221523	0	0	0	0	0	0	0	0	0	0.000266702	0.001138931	0	0	0	0	0	0	0
beta-lactam__OCH-2	0	0	0	0	0	0	0	0	0	0	0	2.22E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OCH-4	0	0	0	0	0	0	0	0	0	0	0	2.22E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OCH-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OCH-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OKP-A	0	0	0	0	0	0	0	0	0	0	0.000143889	0.000514878	0.000320289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OKP-B	0	0	0	0	0	0	0	0	0	0	0	0.00099947	0.000368555	0	0	0	0	0	0	5.31E-05	0	0	0	5.40E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-1	0	0	0	0	0	0	0	0	0	0	0	0.000599065	0.000237901	0	0	0	0	0	0	0.000137239	0	0.00015195	0	0	7.10E-05	0	0	0	0	0	0	0	0.000976184	0.000226044	0.000599346	0	0	0	0.003519649	0.004691142	2.98E-05	1.61E-05	0.001023822	0.00112077	0	0	0
beta-lactam__OXA-10	0	0	0	0	0	0	0	0	0	0.000312659	0.006279993	0.001318837	0.001203804	0.000493549	0.002710204	0.00015366	0.000351776	0.000289319	0.000316964	0.001003059	0.001083016	0.000637064	0.000499393	0.002074721	0.001558803	0.000899894	0.000557728	0.00068304	0.000445862	0	0	0	7.87E-05	0	6.65E-05	0	0	0	0.001219853	0.00065913	4.29E-05	2.47E-05	0.002104824	0.001766864	0	0	0
beta-lactam__OXA-101	0	0	0	0	0	0	0	0	0	3.86E-05	0	0	5.28E-05	0	0.000210071	0	0	0	0	0	0	0	0	5.80E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37E-05	0	0	0	0	0	0	0
beta-lactam__OXA-104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-11	0	0	0	0	0	0	0	0	0	0	0.000154708	0	0	0	0	0	0	0	0	0	0	0	0	0	6.25E-05	6.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.07E-05	0	0	0	1.55E-05	0	0	0	0
beta-lactam__OXA-110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-114	0	0	0	0	0	0.000105617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-116	0	0	0	0	0	0	0	0	0	0	0	3.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56E-05	0	0	0	0	0	0	0	0
beta-lactam__OXA-117	0	0	0	0	0	0	0	0	0	0	0	3.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68E-05	0	0	0
beta-lactam__OXA-118	0	0	0	0	0	0	0	0	0	0	0	9.77E-05	0	0.000238133	0.000210071	0	0	0	0	0	0	0.000157662	0	0	0	6.78E-05	0.000119432	0	7.11E-05	0	0	0	0	0	0	0	0	0	1.53E-05	0	0	0	1.55E-05	0	0	0	0
beta-lactam__OXA-119	0	0	0	0	0	0	0	0	0	0.00011567	0	0.000130257	7.93E-05	0	0	0.000370698	6.54E-05	0.000183723	0	5.71E-05	0.000133487	0	7.89E-05	0.000116099	0.000187457	0.000135658	0	7.38E-05	0	0	0.000951153	0	0	0	0	0	0	0	0.000153345	0.000269877	0	0	0	0	0	0	0
beta-lactam__OXA-12	0	0	0.008419615	0	0.002267647	0	0.000794823	0	0	7.77E-05	0	0.000393731	0.000425886	0	0	0	0	0	0.000101402	0	0.000268996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0
beta-lactam__OXA-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-129	0	0	0	0	0	0	0	0	0	0.000115237	0	0.000259538	0.000105275	0	0	0	0	0	0.000200525	0	0	0.000157072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11E-05	0.000134433	0	0	0	0	0	0	0
beta-lactam__OXA-13	0	0	0	0	0	0	0	0	0	7.71E-05	0.000309416	9.77E-05	0.000105671	0	0.000210071	0	0	0	0.000100639	5.71E-05	0.000133487	0.000157662	0	0.000348298	6.25E-05	0.000203487	5.97E-05	0.000147548	0	0	0	0	0	0	0	0	0	0	7.67E-05	0.000101204	1.33E-05	0	0.000155109	7.93E-05	0	0	0
beta-lactam__OXA-130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52E-05	0	0	0	0
beta-lactam__OXA-131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00E-05	2.56E-05	0	0	0
beta-lactam__OXA-141	0	0	0	0	0	0	0	0	0	0	0	3.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45E-05	0	0	0	2.70E-05	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-142	0	0	0	0	0	0	0	0	0	3.86E-05	0.000541477	0.000130257	0.000132089	0	0	0	0	0	0	5.71E-05	0.000266974	0	7.89E-05	5.80E-05	6.25E-05	0.000271316	0	0.000221322	0.000142286	0	0	0	2.53E-05	0	0	0	0	0	0.000107341	3.37E-05	0	0	0.000124087	0.000105763	0	0	0
beta-lactam__OXA-144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-145	0	0	0	0	0	0	0	0	0	0	0	3.27E-05	5.30E-05	0	0	0	0	0	0.000202038	0	0	0	0	0	0	0	5.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.39E-05	0	0	0	0	0	0	0
beta-lactam__OXA-146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-147	0	0	0	0	0	0	0	0	0	0	0.000696185	6.51E-05	0.000132089	0.000238133	0.000420142	7.41E-05	0	0	0	0.000114203	0.000133487	0	0	0.000522447	0.000124972	0.000135658	0.000119432	7.38E-05	0	0	0	0	0	0	0	0	0	0	6.13E-05	3.37E-05	2.67E-05	0	0.000186131	0.000237967	0	0	0
beta-lactam__OXA-148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-15	0	0	0	0	0	0	0	0	0	3.73E-05	0	3.15E-05	2.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.88E-05	0	0	0	0	2.56E-05	0	6.67E-05	0	0	4.45E-05	6.53E-05	0	0	1.50E-05	0	0	0	0
beta-lactam__OXA-150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-164	0	0	0	0	0	0	0	0	0	0	0	3.09E-05	7.53E-05	0	0	0	0	0	0	0	0	0.000149779	0	0	0	0	0	0	0	0	0	0	4.80E-05	2.52E-05	5.88E-05	0	0	0	0.000203949	6.41E-05	0	1.13E-05	0.000103148	7.54E-05	0	0	0
beta-lactam__OXA-165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-17	0	0	0	0	0	0	0	0	0	0	7.74E-05	3.26E-05	7.93E-05	0	0.000210071	0	0	9.19E-05	0.000100639	0	0.000133487	0	0	5.80E-05	0	0.000203487	0	0	0	0	0	0	0	0	0	0	0	0	1.53E-05	0	0	0	7.76E-05	0.000105763	0	0	0
beta-lactam__OXA-170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51E-05	0	0	0	0
beta-lactam__OXA-172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-173	0	0	0	0	0	0	0	0	0	0	0	3.16E-05	2.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0
beta-lactam__OXA-174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-18	0	0	0	0	0	0	0	0	0	0	0	0	5.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-181	0	0	0	0	9.04E-05	0	0	0	0	3.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-183	0	0	0	0	0	0	0	0	0	3.86E-05	0.000154708	0.000162821	7.93E-05	0	0	0	0	0	0	5.71E-05	0.000133487	0	7.89E-05	0.000232199	6.25E-05	0	5.97E-05	0	0	0	0	0	0	0	0	0	0	0	9.20E-05	0.000101204	0	0	0.000124087	5.29E-05	0	0	0
beta-lactam__OXA-184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86E-05	0	0	0	0	0	0
beta-lactam__OXA-19	0	0	0	0	0	0	0	0	0	0	7.74E-05	3.26E-05	7.93E-05	0	0.000210071	0	0	0	0	0.000114203	0	0.000157662	0	5.80E-05	0.000124972	6.78E-05	5.97E-05	0	0	0	0	0	0	0	0	0	0	0	4.60E-05	0.000101204	0	0	6.20E-05	0	0	0	0
beta-lactam__OXA-192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-196	0	0	0	0	0	0	0	0	0	0	0	3.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-2	0	0	0	0	0	0	0.000109976	0.000128155	0	0	0	7.24E-05	0.000323875	0.000298789	0.00026358	0	8.20E-05	8.89E-05	0	0	0	0.000395643	0.000395891	7.28E-05	0.000235206	0	0.000265376	0.000185131	0	0	0.003750774	0	0.000246529	0.000657225	7.76E-05	0.000519271	0.000334328	0.000323666	0.000145108	0.000159613	0	0	1.95E-05	3.32E-05	0	0	0
beta-lactam__OXA-20	0	0	0	0	9.00E-05	0	0	0	0	7.71E-05	0	6.51E-05	0	0	0	0	0	0	0	0	0	0	0	5.80E-05	0	0	0	0	0.000142286	0	0.000407637	0	0	0	0	0	0	0	1.53E-05	0.000404815	0	0	1.55E-05	0	0	0	0
beta-lactam__OXA-200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-205	0	0	0	0	0	0	0	0	0	3.86E-05	0	0.000553591	0.00023776	0.000238133	0.000420142	7.41E-05	6.54E-05	0	0.000201279	0.000114203	0	0	0	0.000116099	6.25E-05	0	0	0.000147548	0	0	0.000135879	0	0	0	0	0	0	0	0.000107341	0.000269877	0	0	1.55E-05	0	0	0	0
beta-lactam__OXA-206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29E-05	0	9.00E-05	0.000102302	0	0	0
beta-lactam__OXA-208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-209	0	0	0	0	0.000174791	0	0	0	0	0	0	0.000316134	0.000435989	0	0.000407875	0	0	0.000267539	0	0	0	0	0	5.64E-05	0.000121323	6.58E-05	0	0	0	0	0	0	0.001276395	0.000668723	0.002672328	8.93E-05	0.000189769	0.000175299	0.002590296	0.001113487	0.000103647	8.08E-05	0.002002719	0.001668471	0	0	0
beta-lactam__OXA-21	0	0	0	0	0.000174155	0	0	0	0	7.46E-05	0	6.30E-05	0.000127766	0	0	0	6.32E-05	0	0	0	0	0	0	0	6.04E-05	0	0	0	0	0	0	0	4.89E-05	2.56E-05	8.98E-05	0	5.40E-05	0	0.000860292	0.001011547	0	0	0.000105023	5.12E-05	0	0	0
beta-lactam__OXA-210	0	0	0	0	0	0	0	0	0	0	0	0	5.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78E-05	0	0	0	0.000262864	0	0	0	2.99E-05	2.22E-05	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-211	0	0	0	0	0	0	0	0	0	0	0	6.32E-05	0.000179525	0	0	0	0	0	0	0	0	0	0	5.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89E-05	0	7.53E-05	0.000154013	0	0	0
beta-lactam__OXA-212	0	0	0	0	8.74E-05	0	0	0	0	0	0	3.16E-05	0.000179525	0	0	0	0	0	0	0	0	0	0	5.64E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	1.49E-05	0	0	0	0	0	0	0	0
beta-lactam__OXA-213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-214	0	0	0	0	0	0	0	0	0	0	0	0	5.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-22	0	0	0	0	0	0	0	0	0.000339888	0	0	0	0	0	0	0.000215925	0.000317368	0	0	5.54E-05	0	0	0	0	0	6.58E-05	0.000115945	0	0.000138132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-lactam__OXA-225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
